Jurusan,IPK,Bidang_Minat,Keahlian_1,Keahlian_2,Keahlian_3,Kepemimpinan,Komunikasi,Kerja_Tim,Kreativitas,Berpikir_Kritis,Pemecahan_Masalah,Pengalaman_Magang,Pengalaman_Organisasi,Pengalaman_Kompetisi,Jumlah_Sertifikasi,Gaya_Kerja,Preferensi_Industri,Tujuan_Karier,Rekomendasi_Karier
Agroteknologi,2.94,Pariwisata,Pemasaran Digital,Desain Grafis,Sql,5.0,2.0,1.0,2.0,4.0,5.0,Tidak,Tidak,Tidak,4.0,Hybrid,Pertanian,Peneliti,Arsitek
Arsitektur,3.46,Keuangan,Pemasaran Digital,Desain Grafis,Komunikasi,1.0,5.0,4.0,2.0,1.0,3.0,Ya,Tidak,Ya,2.0,Onsite,Pendidikan,Wirausaha,Animator
Kedokteran,2.98,Pemerintahan,Pemasaran Digital,Sql,Desain Grafis,3.0,2.0,2.0,1.0,1.0,2.0,Tidak,Tidak,Tidak,4.0,Onsite,Teknologi,Spesialis,Guru
Pendidikan Matematika,3.0,Kesehatan,Pemasaran Digital,Sql,Pemasaran Digital,5.0,4.0,2.0,4.0,1.0,5.0,Tidak,Tidak,Ya,3.0,Remote,Pariwisata,Manajer,Software Engineer
Keperawatan,2.77,Pendidikan,Machine Learning,Desain Grafis,Manajemen Proyek,2.0,3.0,4.0,4.0,3.0,4.0,Tidak,Ya,Tidak,0.0,Remote,Manufaktur,Spesialis,Analis Data
Teknik Elektro,3.02,Keuangan,Manajemen Proyek,Komunikasi,Python,2.0,2.0,3.0,5.0,2.0,4.0,Tidak,Tidak,Ya,5.0,Hybrid,Keuangan,Manajer,Konsultan
Manajemen,3.8,Kesehatan,Sql,Riset,Riset,2.0,1.0,2.0,5.0,1.0,4.0,Tidak,Tidak,Ya,5.0,Remote,Pertanian,Peneliti,Business Analyst
Teknik Sipil,3.64,Kesehatan,Analisis Data,Riset,Sql,4.0,4.0,5.0,1.0,2.0,4.0,Tidak,Tidak,Tidak,1.0,Hybrid,Konsultan,Peneliti,Guru
Kedokteran,3.38,Pendidikan,Analisis Data,Desain Grafis,Machine Learning,5.0,5.0,3.0,3.0,1.0,2.0,Ya,Tidak,Ya,5.0,Remote,Konsultan,Peneliti,Data Scientist
Kesehatan Masyarakat,3.36,Pendidikan,Machine Learning,Pemasaran Digital,Sql,2.0,2.0,3.0,3.0,2.0,4.0,Tidak,Tidak,Tidak,0.0,Onsite,Pemerintahan,Spesialis,Analis Data
Psikologi,2.82,Pariwisata,Riset,Manajemen Proyek,Riset,1.0,4.0,1.0,2.0,4.0,3.0,Ya,Tidak,Tidak,4.0,Onsite,Kesehatan,Peneliti,Software Engineer
Tata Boga,3.95,Pendidikan,Riset,Riset,Analisis Data,1.0,1.0,3.0,1.0,3.0,5.0,Tidak,Tidak,Tidak,3.0,Hybrid,Konsultan,Spesialis,Business Analyst
Pendidikan Bahasa Inggris,3.66,Pariwisata,Machine Learning,Manajemen Proyek,Desain Grafis,3.0,2.0,5.0,2.0,2.0,4.0,Ya,Tidak,Tidak,5.0,Onsite,Teknologi,Manajer,Animator
Administrasi Publik,3.45,Keuangan,Pemasaran Digital,Kepemimpinan,Komunikasi,3.0,3.0,4.0,4.0,4.0,4.0,Ya,Ya,Tidak,2.0,Onsite,Pemerintahan,Spesialis,Konsultan
Teknik Elektro,3.63,Konsultan,Sql,Machine Learning,Pemasaran Digital,3.0,4.0,4.0,5.0,2.0,2.0,Ya,Tidak,Ya,3.0,Hybrid,Kesehatan,Peneliti,Ai Engineer
Kimia,3.55,Keuangan,Desain Grafis,Desain Grafis,Sql,5.0,3.0,2.0,4.0,1.0,5.0,Tidak,Ya,Tidak,1.0,Remote,Pemerintahan,Spesialis,Analis Data
Kesehatan Masyarakat,3.91,Pendidikan,Riset,Riset,Sql,1.0,2.0,1.0,5.0,5.0,4.0,Tidak,Tidak,Tidak,1.0,Hybrid,Keuangan,Spesialis,Business Analyst
Animasi,3.03,Manufaktur,Riset,Komunikasi,Desain Grafis,3.0,4.0,4.0,1.0,4.0,1.0,Ya,Tidak,Tidak,5.0,Hybrid,Media,Peneliti,Analis Data
Keperawatan,3.49,Media,Manajemen Proyek,Python,Machine Learning,3.0,4.0,4.0,3.0,5.0,2.0,Ya,Tidak,Tidak,5.0,Onsite,Teknologi,Peneliti,Dokter
Pgsd,2.91,Manufaktur,Manajemen Proyek,Riset,Python,1.0,5.0,3.0,5.0,1.0,3.0,Ya,Ya,Tidak,3.0,Remote,Pemerintahan,Wirausaha,Konsultan
Informatika,2.8,Kesehatan,Pemasaran Digital,Python,Python,4.0,2.0,5.0,5.0,3.0,3.0,Tidak,Tidak,Tidak,5.0,Hybrid,Media,Peneliti,Business Analyst
Pendidikan Bahasa Inggris,3.69,Pendidikan,Pemasaran Digital,Python,Riset,5.0,3.0,1.0,2.0,1.0,5.0,Tidak,Tidak,Tidak,0.0,Onsite,Pendidikan,Manajer,Ai Engineer
Keperawatan,3.95,Pemerintahan,Analisis Data,Analisis Data,Riset,3.0,2.0,3.0,1.0,1.0,1.0,Ya,Ya,Tidak,4.0,Hybrid,Teknologi,Peneliti,Software Engineer
Pariwisata,3.1,Keuangan,Machine Learning,Pemasaran Digital,Manajemen Proyek,5.0,5.0,5.0,1.0,2.0,2.0,Ya,Tidak,Tidak,3.0,Hybrid,Pariwisata,Spesialis,Jurnalis
Pendidikan Matematika,3.37,Pertanian,Pemasaran Digital,Machine Learning,Sql,2.0,3.0,3.0,2.0,5.0,5.0,Tidak,Ya,Tidak,2.0,Hybrid,Pendidikan,Spesialis,Arsitek
Matematika,3.39,Pariwisata,Komunikasi,Analisis Data,Pemasaran Digital,2.0,5.0,4.0,1.0,2.0,4.0,Tidak,Ya,Ya,0.0,Hybrid,Pemerintahan,Peneliti,Dokter
Teknologi Pangan,2.85,Pemerintahan,Sql,Komunikasi,Komunikasi,1.0,1.0,4.0,5.0,4.0,1.0,Tidak,Tidak,Tidak,3.0,Hybrid,Media,Spesialis,Animator
Fisika,3.98,Pertanian,Riset,Pemasaran Digital,Analisis Data,1.0,2.0,1.0,2.0,5.0,4.0,Tidak,Tidak,Tidak,0.0,Hybrid,Pertanian,Manajer,Business Analyst
Informatika,3.01,Teknologi,Desain Grafis,Manajemen Proyek,Manajemen Proyek,5.0,4.0,1.0,5.0,2.0,3.0,Tidak,Ya,Tidak,2.0,Hybrid,Media,Spesialis,Business Analyst
Pendidikan Bahasa Inggris,3.1,Pariwisata,Manajemen Proyek,Kepemimpinan,Machine Learning,1.0,3.0,3.0,2.0,4.0,3.0,Ya,Tidak,Tidak,5.0,Hybrid,Manufaktur,Manajer,Analis Data
Akuntansi,2.92,Pariwisata,Pemasaran Digital,Pemasaran Digital,Python,1.0,5.0,3.0,1.0,1.0,1.0,Tidak,Tidak,Tidak,1.0,Remote,Pertanian,Peneliti,Ai Engineer
Hukum,3.32,Manufaktur,Desain Grafis,Manajemen Proyek,Python,3.0,1.0,4.0,5.0,1.0,5.0,Ya,Ya,Ya,4.0,Remote,Manufaktur,Wirausaha,Perawat
Teknik Mesin,2.97,Media,Machine Learning,Riset,Desain Grafis,1.0,2.0,3.0,3.0,4.0,2.0,Ya,Ya,Ya,1.0,Hybrid,Konsultan,Peneliti,Software Engineer
Ilmu Komunikasi,3.71,Media,Python,Machine Learning,Sql,3.0,3.0,4.0,5.0,2.0,4.0,Ya,Ya,Ya,1.0,Hybrid,Keuangan,Wirausaha,Ai Engineer
Pendidikan Matematika,2.89,Pertanian,Desain Grafis,Analisis Data,Riset,3.0,5.0,4.0,3.0,4.0,4.0,Ya,Ya,Tidak,0.0,Remote,Pertanian,Peneliti,Jurnalis
Ilmu Komunikasi,3.34,Media,Analisis Data,Desain Grafis,Riset,1.0,5.0,2.0,1.0,5.0,2.0,Ya,Tidak,Ya,5.0,Remote,Pendidikan,Manajer,Arsitek
Informatika,3.83,Pariwisata,Analisis Data,Machine Learning,Komunikasi,5.0,3.0,1.0,5.0,3.0,3.0,Ya,Tidak,Tidak,3.0,Onsite,Konsultan,Manajer,Perawat
Peternakan,3.87,Pendidikan,Sql,Kepemimpinan,Python,1.0,2.0,3.0,4.0,2.0,1.0,Ya,Ya,Ya,3.0,Hybrid,Pendidikan,Peneliti,Jurnalis
Administrasi Publik,3.84,Teknologi,Kepemimpinan,Manajemen Proyek,Pemasaran Digital,5.0,4.0,3.0,4.0,1.0,4.0,Tidak,Ya,Ya,1.0,Remote,Pemerintahan,Spesialis,Arsitek
Pgsd,2.97,Pertanian,Desain Grafis,Riset,Machine Learning,4.0,3.0,2.0,3.0,4.0,4.0,Ya,Ya,Ya,0.0,Onsite,Keuangan,Peneliti,Arsitek
Animasi,2.97,Konsultan,Kepemimpinan,Desain Grafis,Manajemen Proyek,2.0,4.0,2.0,3.0,4.0,2.0,Ya,Ya,Tidak,3.0,Remote,Kesehatan,Wirausaha,Software Engineer
Pendidikan Bahasa Inggris,3.96,Keuangan,Riset,Python,Komunikasi,2.0,4.0,3.0,5.0,1.0,5.0,Tidak,Tidak,Tidak,4.0,Remote,Kesehatan,Wirausaha,Konsultan
Psikologi,3.07,Pendidikan,Python,Komunikasi,Sql,1.0,1.0,4.0,4.0,2.0,4.0,Tidak,Ya,Tidak,4.0,Hybrid,Pemerintahan,Peneliti,Dokter
Hukum,3.11,Teknologi,Riset,Machine Learning,Manajemen Proyek,5.0,4.0,2.0,2.0,5.0,3.0,Ya,Ya,Ya,4.0,Hybrid,Pertanian,Wirausaha,Ai Engineer
Teknik Elektro,3.23,Pariwisata,Python,Python,Analisis Data,4.0,1.0,3.0,4.0,5.0,1.0,Ya,Tidak,Tidak,4.0,Hybrid,Pemerintahan,Manajer,Arsitek
Teknik Lingkungan,3.53,Pariwisata,Analisis Data,Kepemimpinan,Kepemimpinan,1.0,1.0,4.0,4.0,4.0,5.0,Tidak,Tidak,Tidak,1.0,Remote,Kesehatan,Wirausaha,Perawat
Teknik Mesin,3.84,Manufaktur,Analisis Data,Komunikasi,Riset,5.0,2.0,3.0,3.0,3.0,1.0,Tidak,Ya,Ya,5.0,Remote,Media,Manajer,Animator
Perikanan,3.22,Keuangan,Komunikasi,Python,Machine Learning,1.0,4.0,4.0,4.0,1.0,3.0,Tidak,Ya,Ya,5.0,Remote,Kesehatan,Wirausaha,Konsultan
Teknik Industri,3.07,Konsultan,Machine Learning,Machine Learning,Kepemimpinan,1.0,2.0,5.0,5.0,2.0,3.0,Ya,Ya,Ya,1.0,Onsite,Pertanian,Spesialis,Perawat
Kedokteran,2.81,Konsultan,Machine Learning,Analisis Data,Sql,4.0,4.0,5.0,1.0,1.0,2.0,Tidak,Tidak,Ya,2.0,Remote,Pemerintahan,Spesialis,Guru
Kesehatan Masyarakat,3.98,Keuangan,Kepemimpinan,Pemasaran Digital,Sql,2.0,5.0,3.0,2.0,1.0,2.0,Ya,Tidak,Ya,5.0,Remote,Media,Peneliti,Animator
Pendidikan Bahasa Inggris,3.77,Pendidikan,Riset,Komunikasi,Riset,3.0,3.0,3.0,2.0,4.0,4.0,Tidak,Tidak,Ya,4.0,Onsite,Konsultan,Peneliti,Software Engineer
Teknologi Pangan,3.7,Pertanian,Python,Komunikasi,Komunikasi,1.0,5.0,4.0,3.0,1.0,3.0,Tidak,Ya,Ya,4.0,Onsite,Teknologi,Peneliti,Konsultan
Sistem Informasi,3.17,Teknologi,Kepemimpinan,Riset,Manajemen Proyek,1.0,3.0,5.0,1.0,3.0,1.0,Ya,Tidak,Tidak,3.0,Remote,Kesehatan,Spesialis,Animator
Teknik Mesin,3.35,Manufaktur,Kepemimpinan,Manajemen Proyek,Pemasaran Digital,2.0,5.0,1.0,1.0,4.0,1.0,Tidak,Tidak,Ya,0.0,Remote,Manufaktur,Peneliti,Akuntan
Perikanan,3.6,Pertanian,Kepemimpinan,Riset,Desain Grafis,3.0,4.0,2.0,4.0,3.0,3.0,Tidak,Tidak,Tidak,0.0,Hybrid,Keuangan,Manajer,Akuntan
Hukum,3.37,Manufaktur,Manajemen Proyek,Kepemimpinan,Kepemimpinan,2.0,1.0,5.0,1.0,5.0,1.0,Ya,Tidak,Ya,4.0,Onsite,Keuangan,Peneliti,Analis Data
Fisika,3.74,Konsultan,Kepemimpinan,Python,Kepemimpinan,2.0,5.0,2.0,3.0,1.0,4.0,Ya,Ya,Tidak,4.0,Onsite,Pemerintahan,Wirausaha,Guru
Bisnis Digital,2.92,Pariwisata,Desain Grafis,Riset,Kepemimpinan,5.0,1.0,2.0,1.0,4.0,2.0,Tidak,Tidak,Ya,3.0,Hybrid,Keuangan,Peneliti,Analis Data
Teknologi Pangan,2.83,Pemerintahan,Komunikasi,Manajemen Proyek,Desain Grafis,3.0,2.0,5.0,5.0,2.0,5.0,Ya,Ya,Tidak,4.0,Hybrid,Pemerintahan,Peneliti,Software Engineer
Pendidikan Bahasa Inggris,2.8,Pertanian,Machine Learning,Komunikasi,Analisis Data,5.0,5.0,4.0,2.0,3.0,1.0,Ya,Ya,Tidak,4.0,Onsite,Media,Peneliti,Guru
Manajemen,3.09,Media,Komunikasi,Manajemen Proyek,Manajemen Proyek,1.0,3.0,5.0,5.0,1.0,5.0,Tidak,Tidak,Ya,4.0,Hybrid,Pemerintahan,Wirausaha,Analis Data
Manajemen,3.47,Media,Komunikasi,Pemasaran Digital,Desain Grafis,1.0,1.0,2.0,3.0,1.0,3.0,Tidak,Ya,Tidak,4.0,Onsite,Konsultan,Spesialis,Data Scientist
Perikanan,3.83,Teknologi,Kepemimpinan,Sql,Kepemimpinan,3.0,4.0,5.0,3.0,2.0,1.0,Tidak,Tidak,Ya,5.0,Onsite,Pertanian,Wirausaha,Jurnalis
Film,3.75,Pariwisata,Pemasaran Digital,Pemasaran Digital,Sql,4.0,3.0,5.0,4.0,2.0,2.0,Tidak,Ya,Tidak,0.0,Remote,Teknologi,Spesialis,Arsitek
Manajemen,3.3,Pertanian,Desain Grafis,Manajemen Proyek,Kepemimpinan,2.0,4.0,3.0,4.0,2.0,5.0,Ya,Ya,Ya,1.0,Hybrid,Pertanian,Peneliti,Jurnalis
Biologi,3.07,Konsultan,Sql,Pemasaran Digital,Desain Grafis,1.0,5.0,3.0,1.0,3.0,5.0,Tidak,Tidak,Ya,3.0,Onsite,Pendidikan,Spesialis,Diplomat
Ilmu Komunikasi,3.02,Pariwisata,Komunikasi,Sql,Riset,3.0,3.0,5.0,4.0,4.0,1.0,Tidak,Ya,Tidak,4.0,Hybrid,Manufaktur,Spesialis,Dokter
Administrasi Publik,2.75,Teknologi,Kepemimpinan,Python,Manajemen Proyek,3.0,4.0,1.0,2.0,2.0,1.0,Ya,Tidak,Tidak,0.0,Hybrid,Konsultan,Wirausaha,Software Engineer
Perhotelan,3.26,Keuangan,Analisis Data,Pemasaran Digital,Riset,3.0,3.0,2.0,4.0,2.0,3.0,Tidak,Tidak,Ya,2.0,Remote,Konsultan,Wirausaha,Diplomat
Keperawatan,3.77,Pariwisata,Machine Learning,Kepemimpinan,Manajemen Proyek,3.0,5.0,4.0,5.0,2.0,4.0,Ya,Ya,Tidak,1.0,Onsite,Pemerintahan,Spesialis,Jurnalis
Ekonomi,3.22,Teknologi,Python,Kepemimpinan,Sql,2.0,3.0,4.0,4.0,4.0,4.0,Tidak,Ya,Tidak,0.0,Hybrid,Kesehatan,Manajer,Guru
Pariwisata,3.99,Media,Sql,Manajemen Proyek,Desain Grafis,2.0,3.0,1.0,4.0,3.0,2.0,Tidak,Ya,Ya,5.0,Hybrid,Pendidikan,Spesialis,Guru
Pgsd,3.33,Keuangan,Analisis Data,Manajemen Proyek,Python,2.0,3.0,3.0,2.0,1.0,4.0,Ya,Ya,Tidak,4.0,Hybrid,Pariwisata,Peneliti,Guru
Fisika,3.17,Teknologi,Kepemimpinan,Desain Grafis,Manajemen Proyek,5.0,2.0,1.0,2.0,4.0,5.0,Ya,Tidak,Ya,2.0,Onsite,Pemerintahan,Spesialis,Jurnalis
Kedokteran,3.24,Kesehatan,Komunikasi,Kepemimpinan,Python,3.0,4.0,2.0,1.0,2.0,2.0,Ya,Tidak,Tidak,3.0,Hybrid,Pariwisata,Peneliti,Dokter
Informatika,3.16,Keuangan,Kepemimpinan,Pemasaran Digital,Sql,4.0,5.0,3.0,2.0,3.0,2.0,Ya,Tidak,Ya,3.0,Onsite,Teknologi,Peneliti,Arsitek
Teknik Sipil,3.05,Pertanian,Python,Machine Learning,Manajemen Proyek,2.0,2.0,1.0,2.0,4.0,4.0,Tidak,Tidak,Tidak,2.0,Hybrid,Keuangan,Wirausaha,Ai Engineer
Akuntansi,2.9,Media,Python,Machine Learning,Machine Learning,4.0,1.0,3.0,2.0,5.0,3.0,Ya,Tidak,Tidak,2.0,Hybrid,Kesehatan,Manajer,Konsultan
Keperawatan,3.18,Konsultan,Pemasaran Digital,Riset,Pemasaran Digital,4.0,2.0,3.0,5.0,4.0,5.0,Ya,Tidak,Ya,2.0,Hybrid,Teknologi,Spesialis,Akuntan
Kedokteran,3.17,Pemerintahan,Sql,Machine Learning,Sql,4.0,5.0,4.0,3.0,1.0,5.0,Ya,Tidak,Tidak,4.0,Hybrid,Pendidikan,Spesialis,Analis Data
Kedokteran,3.32,Pendidikan,Kepemimpinan,Kepemimpinan,Machine Learning,5.0,1.0,1.0,5.0,4.0,4.0,Ya,Ya,Ya,2.0,Hybrid,Kesehatan,Wirausaha,Dokter
Pendidikan Matematika,2.85,Keuangan,Desain Grafis,Machine Learning,Komunikasi,2.0,2.0,2.0,3.0,4.0,1.0,Ya,Ya,Ya,2.0,Onsite,Kesehatan,Manajer,Animator
Informatika,3.4,Teknologi,Machine Learning,Riset,Riset,5.0,5.0,1.0,3.0,5.0,1.0,Ya,Tidak,Ya,1.0,Remote,Manufaktur,Spesialis,Perawat
Teknik Elektro,3.44,Kesehatan,Python,Machine Learning,Desain Grafis,2.0,3.0,3.0,4.0,5.0,5.0,Ya,Ya,Ya,1.0,Remote,Kesehatan,Wirausaha,Diplomat
Pgsd,3.46,Pariwisata,Python,Analisis Data,Sql,2.0,3.0,4.0,4.0,3.0,3.0,Ya,Ya,Ya,5.0,Onsite,Pemerintahan,Manajer,Akuntan
Biologi,2.81,Manufaktur,Pemasaran Digital,Riset,Riset,3.0,5.0,3.0,5.0,1.0,2.0,Tidak,Ya,Ya,0.0,Remote,Pendidikan,Spesialis,Diplomat
Hukum,3.68,Pemerintahan,Desain Grafis,Machine Learning,Manajemen Proyek,1.0,4.0,4.0,3.0,4.0,5.0,Ya,Ya,Ya,2.0,Onsite,Konsultan,Peneliti,Analis Data
Teknik Mesin,3.13,Pertanian,Pemasaran Digital,Desain Grafis,Kepemimpinan,1.0,4.0,3.0,3.0,1.0,5.0,Tidak,Ya,Tidak,1.0,Remote,Pemerintahan,Manajer,Data Scientist
Arsitektur,4.0,Keuangan,Riset,Manajemen Proyek,Desain Grafis,3.0,1.0,2.0,3.0,1.0,2.0,Tidak,Tidak,Tidak,2.0,Hybrid,Pertanian,Wirausaha,Ai Engineer
Agroteknologi,3.68,Pemerintahan,Riset,Komunikasi,Pemasaran Digital,2.0,3.0,3.0,5.0,2.0,3.0,Tidak,Tidak,Ya,5.0,Hybrid,Media,Peneliti,Animator
Peternakan,3.91,Kesehatan,Pemasaran Digital,Analisis Data,Python,4.0,5.0,4.0,3.0,4.0,5.0,Ya,Ya,Tidak,5.0,Onsite,Pariwisata,Manajer,Guru
Dkv,3.61,Keuangan,Komunikasi,Desain Grafis,Riset,2.0,3.0,2.0,4.0,3.0,2.0,Ya,Ya,Ya,4.0,Onsite,Konsultan,Peneliti,Perawat
Teknik Lingkungan,3.99,Pertanian,Python,Analisis Data,Analisis Data,5.0,1.0,1.0,4.0,4.0,1.0,Ya,Tidak,Ya,4.0,Hybrid,Pemerintahan,Spesialis,Software Engineer
Pendidikan Matematika,3.58,Konsultan,Analisis Data,Kepemimpinan,Manajemen Proyek,2.0,3.0,2.0,3.0,1.0,3.0,Ya,Ya,Ya,3.0,Remote,Keuangan,Manajer,Diplomat
Statistika,3.78,Pariwisata,Desain Grafis,Manajemen Proyek,Pemasaran Digital,1.0,4.0,3.0,4.0,3.0,4.0,Tidak,Ya,Ya,5.0,Remote,Kesehatan,Spesialis,Dokter
Informatika,3.44,Pertanian,Kepemimpinan,Komunikasi,Manajemen Proyek,5.0,2.0,4.0,1.0,1.0,5.0,Tidak,Tidak,Tidak,4.0,Hybrid,Pendidikan,Manajer,Analis Data
Hubungan Internasional,2.93,Pemerintahan,Komunikasi,Pemasaran Digital,Komunikasi,5.0,2.0,2.0,3.0,2.0,3.0,Tidak,Tidak,Tidak,1.0,Hybrid,Media,Peneliti,Perawat
Animasi,3.59,Teknologi,Analisis Data,Sql,Riset,5.0,3.0,2.0,1.0,3.0,3.0,Tidak,Tidak,Ya,1.0,Onsite,Pariwisata,Manajer,Arsitek
Kesehatan Masyarakat,3.48,Pariwisata,Riset,Manajemen Proyek,Riset,5.0,3.0,2.0,1.0,3.0,3.0,Tidak,Ya,Tidak,5.0,Onsite,Konsultan,Peneliti,Guru
Arsitektur,2.82,Pariwisata,Pemasaran Digital,Komunikasi,Pemasaran Digital,2.0,5.0,3.0,2.0,2.0,1.0,Ya,Tidak,Tidak,3.0,Remote,Pariwisata,Wirausaha,Animator
Hubungan Internasional,3.26,Media,Manajemen Proyek,Pemasaran Digital,Sql,5.0,5.0,5.0,4.0,2.0,4.0,Ya,Ya,Tidak,4.0,Onsite,Pemerintahan,Peneliti,Konsultan
Perhotelan,2.92,Kesehatan,Sql,Riset,Machine Learning,4.0,2.0,2.0,3.0,1.0,1.0,Tidak,Tidak,Ya,3.0,Hybrid,Konsultan,Wirausaha,Software Engineer
Pendidikan Bahasa Inggris,3.59,Pertanian,Pemasaran Digital,Desain Grafis,Machine Learning,3.0,5.0,5.0,4.0,4.0,5.0,Ya,Tidak,Ya,1.0,Remote,Teknologi,Spesialis,Data Scientist
Sistem Informasi,2.87,Manufaktur,Analisis Data,Riset,Kepemimpinan,4.0,5.0,1.0,4.0,2.0,3.0,Ya,Tidak,Tidak,2.0,Onsite,Pemerintahan,Spesialis,Dokter
Perhotelan,3.71,Teknologi,Pemasaran Digital,Desain Grafis,Manajemen Proyek,1.0,1.0,5.0,1.0,1.0,3.0,Tidak,Tidak,Ya,2.0,Remote,Keuangan,Wirausaha,Analis Data
Hubungan Internasional,3.85,Konsultan,Analisis Data,Desain Grafis,Machine Learning,2.0,5.0,3.0,5.0,2.0,1.0,Tidak,Ya,Tidak,0.0,Onsite,Media,Manajer,Diplomat
Manajemen,2.83,Pendidikan,Kepemimpinan,Komunikasi,Komunikasi,3.0,2.0,4.0,4.0,3.0,4.0,Tidak,Tidak,Tidak,1.0,Hybrid,Keuangan,Wirausaha,Konsultan
Manajemen,3.42,Media,Machine Learning,Python,Kepemimpinan,3.0,1.0,3.0,5.0,4.0,5.0,Ya,Tidak,Ya,3.0,Hybrid,Kesehatan,Manajer,Analis Data
Agroteknologi,2.79,Pariwisata,Sql,Pemasaran Digital,Pemasaran Digital,1.0,4.0,3.0,4.0,4.0,4.0,Tidak,Tidak,Tidak,1.0,Onsite,Kesehatan,Wirausaha,Ai Engineer
Biologi,3.11,Pendidikan,Machine Learning,Desain Grafis,Desain Grafis,5.0,2.0,1.0,2.0,3.0,3.0,Ya,Tidak,Tidak,5.0,Remote,Pemerintahan,Peneliti,Arsitek
Animasi,3.66,Pariwisata,Manajemen Proyek,Komunikasi,Machine Learning,1.0,4.0,5.0,1.0,1.0,4.0,Ya,Ya,Tidak,3.0,Hybrid,Manufaktur,Wirausaha,Diplomat
Teknik Sipil,2.98,Pariwisata,Sql,Kepemimpinan,Pemasaran Digital,5.0,2.0,4.0,2.0,1.0,5.0,Tidak,Ya,Tidak,2.0,Hybrid,Manufaktur,Peneliti,Business Analyst
Perhotelan,3.83,Teknologi,Pemasaran Digital,Pemasaran Digital,Sql,5.0,3.0,4.0,4.0,2.0,1.0,Ya,Tidak,Ya,3.0,Remote,Kesehatan,Spesialis,Perawat
Teknik Sipil,3.24,Teknologi,Manajemen Proyek,Riset,Manajemen Proyek,1.0,3.0,5.0,1.0,1.0,2.0,Tidak,Tidak,Tidak,5.0,Onsite,Pendidikan,Wirausaha,Perawat
Biologi,3.35,Keuangan,Pemasaran Digital,Machine Learning,Pemasaran Digital,5.0,4.0,4.0,3.0,4.0,1.0,Tidak,Tidak,Tidak,4.0,Onsite,Konsultan,Spesialis,Guru
Teknik Industri,3.98,Konsultan,Pemasaran Digital,Desain Grafis,Pemasaran Digital,5.0,1.0,3.0,3.0,5.0,2.0,Tidak,Ya,Tidak,5.0,Remote,Konsultan,Manajer,Business Analyst
Matematika,3.02,Keuangan,Desain Grafis,Riset,Pemasaran Digital,2.0,4.0,3.0,4.0,1.0,2.0,Ya,Ya,Tidak,4.0,Onsite,Manufaktur,Spesialis,Perawat
Agribisnis,3.35,Keuangan,Pemasaran Digital,Sql,Riset,3.0,2.0,3.0,1.0,5.0,3.0,Tidak,Ya,Tidak,3.0,Onsite,Pemerintahan,Peneliti,Arsitek
Tata Boga,2.95,Pendidikan,Machine Learning,Machine Learning,Analisis Data,5.0,3.0,5.0,4.0,1.0,4.0,Ya,Ya,Ya,1.0,Onsite,Keuangan,Manajer,Konsultan
Psikologi,3.2,Keuangan,Riset,Manajemen Proyek,Riset,5.0,4.0,1.0,3.0,3.0,3.0,Tidak,Tidak,Tidak,1.0,Hybrid,Pertanian,Peneliti,Analis Data
Agribisnis,3.08,Manufaktur,Machine Learning,Pemasaran Digital,Python,4.0,3.0,5.0,2.0,1.0,1.0,Ya,Tidak,Ya,4.0,Onsite,Pemerintahan,Wirausaha,Perawat
Pendidikan Bahasa Inggris,3.68,Pemerintahan,Python,Machine Learning,Riset,1.0,1.0,3.0,5.0,1.0,1.0,Ya,Tidak,Tidak,4.0,Hybrid,Manufaktur,Peneliti,Guru
Dkv,2.85,Pendidikan,Manajemen Proyek,Riset,Riset,4.0,4.0,2.0,4.0,3.0,4.0,Ya,Ya,Ya,1.0,Hybrid,Media,Wirausaha,Dokter
Pariwisata,3.37,Pendidikan,Komunikasi,Manajemen Proyek,Pemasaran Digital,2.0,2.0,4.0,2.0,5.0,1.0,Ya,Tidak,Ya,1.0,Remote,Media,Peneliti,Business Analyst
Teknologi Pangan,3.86,Media,Komunikasi,Kepemimpinan,Machine Learning,1.0,3.0,2.0,1.0,5.0,3.0,Ya,Tidak,Ya,2.0,Hybrid,Keuangan,Wirausaha,Data Scientist
Teknik Kimia,3.35,Konsultan,Desain Grafis,Analisis Data,Pemasaran Digital,1.0,3.0,3.0,5.0,4.0,4.0,Ya,Tidak,Tidak,0.0,Onsite,Pertanian,Peneliti,Animator
Statistika,3.51,Kesehatan,Manajemen Proyek,Kepemimpinan,Manajemen Proyek,2.0,4.0,4.0,3.0,2.0,5.0,Ya,Tidak,Tidak,2.0,Onsite,Konsultan,Peneliti,Jurnalis
Bisnis Digital,3.32,Pendidikan,Sql,Pemasaran Digital,Riset,3.0,3.0,3.0,5.0,3.0,1.0,Tidak,Ya,Tidak,1.0,Hybrid,Media,Peneliti,Guru
Arsitektur,3.35,Pendidikan,Manajemen Proyek,Analisis Data,Sql,2.0,2.0,5.0,3.0,5.0,4.0,Tidak,Tidak,Tidak,0.0,Onsite,Kesehatan,Wirausaha,Perawat
Bisnis Digital,3.37,Pertanian,Komunikasi,Analisis Data,Analisis Data,5.0,1.0,1.0,1.0,3.0,5.0,Ya,Tidak,Tidak,2.0,Onsite,Kesehatan,Wirausaha,Business Analyst
Pendidikan Matematika,3.15,Pemerintahan,Kepemimpinan,Python,Machine Learning,5.0,1.0,5.0,2.0,3.0,3.0,Ya,Tidak,Tidak,1.0,Onsite,Media,Spesialis,Software Engineer
